LSOAcode2011,LSOAname2011,LocalAuthorityDistrictcode2013,LocalAuthorityDistrictname2013,IncomeScoreexponentiallytransformed,EmploymentScoreexponentiallytransformed,EducationSkillsandTrainingScoreexponentiallytransformed,HealthDeprivationandDisabilityScoreexponentiallytransformed,CrimeScoreexponentiallytransformed,BarrierstoHousingandServicesScoreexponentiallytransformed,LivingEnvironmentScoreexponentiallytransformed,imd,V13,fat,saturate,salt,sugar,protein,carb,fibre,alcohol,V22,energy_fat,energy_saturate,energy_sugar,energy_protein,energy_carb,energy_fibre,energy_alcohol,V30,unhealthy,healthy,alchocl
E01000313,Barnet 036F,E09000003,Barnet,19.332,13.816,10.962,8.415,56.648,64.355,34.709,208.237, ,9.023977243,3.586979623,0.524463583,9.389789992,4.690522771,16.09776407,1.54788221,0.218400185, ,81.21579519,32.28281661,37.55915997,18.76209109,64.39105628,2.896855244,1.528801294, ,-0.405193964,-1.416363686,0.916246355
E01000314,Barnet 032F,E09000003,Barnet,6.29,3.857,1.685,2.108,42.299,30.009,28.946,115.194, ,8.580332633,3.488056535,0.529634575,9.554582836,4.808486534,15.94685658,1.6,0.213743955, ,77.22299369,31.39250881,38.21833134,19.23394614,63.78742632,3.004491775,1.496207688, ,-0.702780876,-1.289289373,0.32415738
E01000315,Barnet 022F,E09000003,Barnet,45.679,39.502,27.59,20.376,39.835,40.016,13.686,226.684, ,9.045872173,3.585115495,0.63953525,10.0503197,5.316443281,18.32895534,1.581211506,0.185953763, ,81.41284956,32.26603946,40.20127882,21.26577312,73.31582135,2.967227572,1.301676338, ,0.002305461,0.605741219,0.136248867
E01000316,Barnet 027E,E09000003,Barnet,24.197,18.3,3.679,5.153,45.3,38.674,33.426,168.729, ,8.823608526,3.493028594,0.588221792,9.081346521,5.249591446,17.27870023,1.647389422,0.220792469, ,79.41247674,31.43725735,36.32538608,20.99836578,69.11480092,3.094743479,1.545547284, ,-0.610389014,0.157616585,-0.001125072
E01000317,Barnet 019D,E09000003,Barnet,15.103,9.726,2.413,6.994,16.906,22.758,30.063,103.963, ,8.725086542,3.424385494,0.596179977,9.013389271,5.227685838,16.25681587,1.64789641,0.239373837, ,78.52577887,30.81946945,36.05355708,20.91074335,65.0272635,3.105934484,1.675616857, ,-0.912854006,0.148775536,0.146072656
E01000318,Barnet 019E,E09000003,Barnet,15.645,6.621,2.991,5.824,40.206,22.417,21.45,115.154, ,8.963086987,3.58311407,0.572115124,9.59041476,5.190613352,17.84312536,1.663484472,0.219346764, ,80.66778288,32.24802663,38.36165904,20.76245341,71.37250143,3.106503898,1.535427347, ,-0.229976494,-0.05035385,-0.037198194
E01000319,Barnet 027F,E09000003,Barnet,10.991,7.136,1,1.446,18.96,21.884,18.904,80.321, ,9.187324948,3.709211744,0.624346421,9.450483095,5.403918565,17.5413917,1.675764638,0.211745632, ,82.68592453,33.38290569,37.80193238,21.61567426,70.1655668,3.138414423,1.482219421, ,-0.110705027,0.911397106,0.19770545
E01000320,Barnet 011D,E09000003,Barnet,9.86,7.925,1.023,3.849,9.4,36.044,17.845,85.946, ,8.935346064,3.524905689,0.593132626,9.384492389,5.377111812,17.10758185,1.669379449,0.254821341, ,80.41811458,31.7241512,37.53796956,21.50844725,68.43032738,3.134671021,1.783749389, ,-0.557677728,0.440765628,0.13319357
E01000321,Barnet 012E,E09000003,Barnet,18.42,19.519,3.977,13.905,20.607,28.403,37.81,142.641, ,9.403197404,3.711686435,0.649931575,9.860353833,5.375894826,18.00936761,1.656154725,0.224270921, ,84.62877663,33.40517791,39.44141533,21.5035793,72.03747045,3.083330916,1.569896448, ,0.14275049,1.0838063,0.357127816
E01000322,Barnet 011E,E09000003,Barnet,17.713,13.158,4.884,6.73,20.257,32.877,45.71,141.329, ,8.714978213,3.407753048,0.615160594,8.87500689,5.206279842,16.5430828,1.631655401,0.243260738, ,78.43480392,30.66977743,35.50002756,20.82511937,66.1723312,3.073978187,1.702825166, ,-0.936052678,0.274392719,0.188916969
E01000323,Barnet 019F,E09000003,Barnet,20.26,16.991,2.767,13.814,47.221,27.899,48.758,177.71, ,8.920998586,3.515009212,0.612490014,9.464115274,5.111834856,16.83976442,1.654086388,0.226304479, ,80.28898727,31.63508291,37.8564611,20.44733942,67.35905769,3.087148598,1.584131353, ,-0.487293603,0.158055808,0.164650621
E01000324,Barnet 015F,E09000003,Barnet,14.774,16.503,3.515,8.483,18.703,22.404,21.593,105.975, ,8.798997998,3.489467101,0.624367208,9.475043983,5.392971546,17.03558133,1.62260502,0.218275269, ,79.19098198,31.40520391,37.90017593,21.57188618,68.14232533,3.038777246,1.527926884, ,-0.597707681,0.615577833,0.102098623
E01000325,Bexley 014A,E09000004,Bexley,2.873,2.795,9.669,1.394,7.892,10.412,5.434,40.469, ,8.715834379,3.451060226,0.563796267,11.78931932,5.166069636,22.17491531,1.908053639,0.140656368, ,78.44250941,31.05954203,47.15727729,20.66427854,88.69966123,3.501003764,0.984594573, ,0.888469852,-0.174420828,-2.739973558
E01000326,Bexley 014B,E09000004,Bexley,11.496,3.008,17.042,5.376,19.946,15.009,20.641,92.518, ,9.533920113,3.716467645,0.589724733,11.89041194,5.350132588,19.54166361,1.609792362,0.201047718, ,85.80528102,33.44820881,47.56164777,21.40053035,78.16665444,2.970985657,1.407334029, ,0.972446493,0.198447463,0.075801239
E01000327,Bexley 017A,E09000004,Bexley,4.839,5.666,10.067,3.051,21.42,9.965,11.818,66.826, ,10.31529216,4.287032678,0.550560994,13.27420659,5.655414013,21.62758239,1.652942398,0.315029781, ,92.83762947,38.5832941,53.09682636,22.62165605,86.51032955,3.090141235,2.205208469, ,2.272378882,0.639677636,0.941125234
E01000329,Bexley 017C,E09000004,Bexley,20.939,18.94,18.38,6.937,21.926,17.419,10.472,115.013, ,9.022764194,3.527483376,0.60478977,10.89280102,5.230797954,17.66214708,1.617020972,0.165791947, ,81.20487775,31.74735038,43.57120409,20.92319182,70.64858832,2.965986701,1.160543628, ,0.120912975,0.068102579,-0.154198991
E01000330,Bexley 017D,E09000004,Bexley,17.548,16.691,14.662,10.641,16.254,17.484,21.779,115.059, ,9.273816922,3.465464866,0.666654756,11.77089388,5.118990201,19.34797921,1.519622371,0.215419553, ,83.46435229,31.1891838,47.08357553,20.4759608,77.39191683,2.819024857,1.507936871, ,0.545932557,0.250866619,0.258250759
E01000331,Bexley 017E,E09000004,Bexley,23.941,30.755,32.94,14.753,17.594,42.018,12.562,174.563, ,9.884119923,3.904517823,0.611558372,12.02390163,5.681320807,19.17524178,1.568455374,0.193510776, ,88.9570793,35.1406604,48.09560652,22.72528323,76.70096712,2.873335175,1.354575435, ,1.234117929,1.006024509,0.642635467
E01000332,Bexley 005A,E09000004,Bexley,15.749,16.431,18.503,4.663,37.639,10.459,13.187,116.631, ,9.621054514,3.708369581,0.751057787,8.881359279,6.10444198,19.70490628,1.65496566,0.12163541, ,86.58949063,33.37532623,35.52543712,24.41776792,78.81962513,3.077652025,0.85144787, ,0.260410463,3.357746108,-0.325933703
E01000333,Bexley 003A,E09000004,Bexley,34.126,31.45,32.287,19.806,33.946,15.996,17.487,185.098, ,8.919186275,3.393090313,0.618927453,11.28922603,5.07180417,19.3607239,1.638884859,0.119041582, ,80.27267648,30.53781282,45.15690411,20.28721668,77.4428956,2.979468582,0.833291077, ,0.403624222,-0.140563951,-0.983035574
E01000334,Bexley 006A,E09000004,Bexley,13.974,12.514,19.728,6.349,9.277,27.068,7.161,96.071, ,8.164577737,3.116122781,0.567923508,9.73528402,5.277103453,18.37649872,1.694839809,0.137148805, ,73.48119963,28.04510503,38.94113608,21.10841381,73.50599489,3.186191443,0.960041635, ,-0.81543149,-0.316817791,-1.656581113
E01000335,Bexley 003B,E09000004,Bexley,34.963,28.883,43.068,11.951,29.139,61.24,15.095,224.339, ,9.4671749,3.318571664,0.572837971,9.690179691,5.185995052,17.80649101,1.662567737,0.230521005, ,85.2045741,29.86714498,38.76071876,20.74398021,71.22596403,3.11986963,1.613647037, ,-0.227219521,-0.00883591,-0.110816002
E01000336,Bexley 003C,E09000004,Bexley,41.187,32.262,23.851,19.918,35.439,44.756,31.863,229.276, ,8.860540629,3.347066326,0.531974866,9.904612222,5.182503196,18.70782357,1.635049348,0.191081676, ,79.74486566,30.12359693,39.61844889,20.73001278,74.8312943,3.079867042,1.337571731, ,-0.254481816,-0.625322139,-0.59987387
E01000337,Bexley 003D,E09000004,Bexley,27.391,20.986,15.7,9.402,24.365,19.702,16.492,134.038, ,9.827474474,3.482102703,0.580527868,10.78460721,5.37480961,19.46425285,1.617151351,0.231230883, ,88.44727027,31.33892432,43.13842883,21.49923844,77.85701141,2.946212613,1.61861618, ,0.554615234,0.314099647,0.073764389
E01000338,Bexley 003E,E09000004,Bexley,20.192,16.306,18.42,4.669,29.776,26.24,21.478,137.081, ,9.438637131,3.615144303,0.591746729,9.253662517,5.381656292,17.55002327,1.51905548,0.420665813, ,84.94773418,32.53629873,37.01465007,21.52662517,70.2000931,2.790618674,2.944660693, ,-0.535139066,0.396913456,1.855997959
E01000339,Bexley 025A,E09000004,Bexley,15.837,15.953,21.564,5.895,12.713,8.655,6.216,86.833, ,9.399382363,3.697378793,0.558308747,12.98130668,5.383086755,20.16418351,1.622858265,0.202792227, ,84.59444127,33.27640914,51.9252267,21.53234702,80.65673402,3.056651196,1.419545589, ,1.241781029,-0.204837693,-0.276829558
E01000340,Bexley 018A,E09000004,Bexley,9.904,8.792,20.742,3.56,10.083,27.244,17.094,97.419, ,9.166368439,3.623903259,0.618374073,11.92043911,5.960564666,20.47923156,1.621757804,0.109714454, ,82.49731595,32.61512933,47.68175643,23.84225866,81.91692624,3.014380789,0.768001175, ,0.875005837,1.302407215,-0.954610529
E01000341,Bexley 022A,E09000004,Bexley,8.193,7.911,14.007,3.088,5.888,5.861,9.231,54.179, ,9.77008522,3.82241012,0.690299714,9.877047936,5.907207723,19.1747933,1.622936085,0.200990565, ,87.93076698,34.40169108,39.50819174,23.62883089,76.69917321,3.039480692,1.406933957, ,0.510600003,2.388925886,0.424856892
E01000342,Bexley 022B,E09000004,Bexley,4.979,4.166,15.381,2.745,11.664,11.908,18.272,69.115, ,9.016566495,3.562853784,0.637311738,12.54641807,5.152086701,20.93870373,1.61516532,0.131908983, ,81.14909846,32.06568406,50.1856723,20.6083468,83.7548149,2.963908891,0.923362882, ,1.096349972,0.045972811,-0.916602504
E01000343,Bexley 022C,E09000004,Bexley,7.447,6.477,16.889,5.141,9.073,8.129,12.278,65.434, ,10.06578554,4.017340797,0.54032198,12.44972247,4.88723295,20.64283073,1.647945768,0.206250103, ,90.59206984,36.15606717,49.79888989,19.5489318,82.57132293,3.071795399,1.443750719, ,1.917498194,-0.732935508,0.377027026
E01000344,Bexley 025B,E09000004,Bexley,3.62,3.936,12.612,4.011,9.694,6.583,3.774,44.23, ,9.225229195,3.565238245,0.559434635,13.23572595,5.113466457,21.29333464,1.619073382,0.154247531, ,83.02706276,32.08714421,52.9429038,20.45386583,85.17333858,2.926342711,1.079732717, ,1.398371664,-0.750636672,-0.899040993
E01000345,Bexley 022D,E09000004,Bexley,4.894,3.899,12.34,1.123,3.94,5.371,6.544,38.111, ,8.903956858,3.493192478,0.581312058,12.37133407,5.323246681,21.94608075,1.698775442,0.12180296, ,80.13561173,31.4387323,49.48533628,21.29298673,87.78432301,3.204188053,0.852620721, ,1.07898521,-0.098559359,-1.737661989
E01000346,Bexley 021A,E09000004,Bexley,4.577,4.116,14.477,2.337,15.872,5.751,16.33,63.46, ,9.805475446,3.788065478,0.618898363,11.79079083,5.306304838,21.151498,1.645415788,0.208357651, ,88.24927901,34.09258931,47.16316333,21.22521935,84.605992,3.027579483,1.458503555, ,1.377870253,0.57655234,-0.092650413
E01000347,Bexley 021B,E09000004,Bexley,10.747,6.871,22.505,8.266,18.041,12.048,17.083,95.561, ,9.149120095,3.477346565,0.664515252,10.20783865,5.496227934,18.78436385,1.723700723,0.280871748, ,82.34208086,31.29611909,40.83135461,21.98491174,75.13745541,3.204229397,1.966102235, ,-0.121427281,1.312392228,-0.294311327
E01000348,Bexley 020A,E09000004,Bexley,1.297,2.53,12.138,1.234,3.964,10.054,5.081,36.298, ,8.548099784,3.339070937,0.595831331,10.01788933,5.633713171,18.90118674,1.695380351,0.476558121, ,76.93289806,30.05163844,40.07155733,22.53485268,75.60474695,3.173924648,3.335906849, ,-0.969178223,0.65115393,0.197881627
E01000349,Bexley 020B,E09000004,Bexley,3.931,3.173,10.126,1.305,7.653,21.883,5.055,53.126, ,8.301027619,3.197676458,0.5783242,11.757395,5.256948707,21.15818939,1.784822446,0.101668654, ,74.70924858,28.77908812,47.02958001,21.02779483,84.63275756,3.289855327,0.711680579, ,0.312635299,-0.298898681,-2.690826101
E01000350,Bexley 021C,E09000004,Bexley,2.838,4.78,15.257,2.402,11.563,14.109,9.857,60.806, ,9.047647274,3.278909445,0.658826984,10.51845789,6.295966407,20.69239289,1.655124148,0.153549998, ,81.42882546,29.510185,42.07383155,25.18386563,82.76957157,2.939021422,1.074849983, ,0.025434758,2.283430925,-1.399455223
E01000351,Bexley 024A,E09000004,Bexley,3.126,2.458,17.271,0.657,3.661,21.074,2.571,50.818, ,9.352308247,3.511263525,0.594463465,12.77991104,5.175414763,22.75067324,1.866806925,0.114808108, ,84.17077422,31.60137172,51.11964415,20.70165905,91.00269296,3.497138735,0.803656754, ,1.620662113,0.138809666,-2.45730593
E01000352,Bexley 021D,E09000004,Bexley,16.785,13.4,21.001,7.911,18.409,16.21,13.621,107.337, ,8.395758888,3.173350262,0.545354612,11.1091641,5.070910832,19.56861877,1.761698443,0.21848383, ,75.56182999,28.56015236,44.4366564,20.28364333,78.27447506,3.318901007,1.529386809, ,-0.221882935,-0.834037365,-1.697233853
E01000353,Bexley 011A,E09000004,Bexley,2.975,3.593,8.597,1.167,6.136,1.783,5.032,29.283, ,9.098361416,3.591142146,0.56657031,12.69868144,5.449227638,20.68821667,1.72379283,0.147022569, ,81.88525274,32.32027932,50.79472577,21.79691055,82.75286667,3.216917336,1.029157985, ,1.107733442,0.046700145,-1.354377253
E01000354,Bexley 011B,E09000004,Bexley,23.835,26.057,19.222,14.985,7.74,26.6,9.043,127.482, ,8.77722391,3.618956721,0.626477607,11.59225086,6.062495509,19.86037073,1.669942838,0.225109649, ,78.99501519,32.57061049,46.36900343,24.24998203,79.44148293,3.106487016,1.575767542, ,0.288357292,1.534462348,-0.706431408
E01000355,Bexley 011C,E09000004,Bexley,7.26,9.797,14.379,7.245,6.569,5.343,6.867,57.46, ,8.731248228,3.526344781,0.579221584,10.3362167,5.261447079,17.77162063,1.573637253,0.15187329, ,78.58123405,31.73710303,41.34486678,21.04578832,71.08648252,2.918381814,1.063113031, ,-0.139240146,-0.198432432,-0.155032809
E01000356,Bexley 009A,E09000004,Bexley,3.582,9.102,11.237,2.779,12.552,4.627,4.466,48.345, ,7.783989789,2.856405136,0.511821289,9.723253247,4.830376905,18.12294467,2.038629026,0.189229648, ,70.0559081,25.70764622,38.89301299,19.32150762,72.49177866,3.797191981,1.324607535, ,-1.190444167,-1.203134147,-3.424025214
E01000357,Bexley 009B,E09000004,Bexley,4.258,0.937,9.845,1.061,6.199,2.932,5.051,30.283, ,9.48089239,3.887195878,0.550363416,13.35824584,5.703209618,22.03480696,1.627244418,0.059909753, ,85.32803151,34.9847629,53.43298335,22.81283847,88.13922784,2.987246658,0.41936827, ,2.007189651,0.283455877,-1.096502454
E01000358,Bexley 011D,E09000004,Bexley,5.565,6.11,9.678,3.757,7.052,9.022,11.22,52.404, ,8.363383234,3.208664671,0.522378817,12.09682485,4.978218563,21.44670659,1.770306886,0.201804054, ,75.2704491,28.87798204,48.3872994,19.91287425,85.78682635,3.228458084,1.412628377, ,0.357992864,-1.297110945,-2.183726924
E01000359,Bexley 009C,E09000004,Bexley,3.002,5.724,8.909,1.233,6.345,10.337,7.293,42.843, ,10.23639034,4.235932108,0.615848768,11.02972554,4.992830431,19.16142204,1.667167964,0.21727336, ,92.12751304,38.12338897,44.11890217,19.97132172,76.64568815,3.014490009,1.520913521, ,1.60283993,0.463230675,1.102384628
E01000360,Bexley 015A,E09000004,Bexley,17.311,19.965,6.905,11.737,32.102,25.212,24.449,137.681, ,14.1861273,6.624311137,0.61793115,15.22064007,4.372475603,20.27074196,1.295568312,0.187084301, ,127.6751457,59.61880023,60.88256028,17.48990241,81.08296785,2.433318025,1.309590108, ,7.100183114,0.374757816,7.234613629
E01000361,Bexley 020C,E09000004,Bexley,13.189,10.757,13.106,2.128,16.517,18.188,10.334,84.219, ,8.523580217,3.111142038,0.521689225,9.961470553,5.4778318,18.61937642,1.720296261,0.177883589, ,76.71222196,28.00027834,39.84588221,21.9113272,74.47750567,3.217226138,1.24518512, ,-0.65907864,-0.310558869,-1.570951074
E01000362,Bexley 015B,E09000004,Bexley,9.293,9.833,11.06,3.315,27.416,15.575,11.814,88.306, ,8.882879101,3.624864648,0.556837119,11.82668387,4.867110576,19.99012388,1.636977518,0.192015091, ,79.94591191,32.62378183,47.30673549,19.4684423,79.96049553,3.000419821,1.344105634, ,0.740890368,-1.035688035,-0.502707773
E01000363,Bexley 020D,E09000004,Bexley,4.072,6.565,8.184,3.339,13.763,14.865,8.837,59.625, ,8.226227545,3.207759097,0.541298192,9.795496315,5.541807923,18.05384155,1.730941962,0.199585161, ,74.0360479,28.86983187,39.18198526,22.16723169,72.21536619,3.251174574,1.397096129, ,-0.888846049,-0.04823348,-1.407779332
E01000364,Bexley 023A,E09000004,Bexley,11.351,6.884,13.157,4.422,11.661,29.753,10.893,88.121, ,9.006025896,3.534829521,0.470432844,10.90569789,5.002626672,18.36030211,1.659680621,0.167652259, ,81.05423306,31.81346569,43.62279154,20.01050669,73.44120846,3.114907208,1.173565813, ,0.28786748,-1.459452157,-0.522892537
E01000365,Bexley 015C,E09000004,Bexley,17.863,14.339,9.614,9.802,34.525,17.652,12.734,116.529, ,10.49355466,3.727617706,0.640511536,10.95044936,5.943821596,20.79006975,1.883458082,0.12844562, ,94.44199195,33.54855936,43.80179745,23.77528638,83.16027901,3.50695104,0.899119343, ,1.469864247,2.442239969,-1.327376263
E01000366,Bexley 015D,E09000004,Bexley,12.879,9.249,7.083,4.93,17.15,9.281,8.94,69.512, ,8.890271876,3.404574601,0.542412465,9.902484696,5.220219662,19.10001801,1.740442324,0.259708185, ,80.01244689,30.64117141,39.60993878,20.88087865,76.40007202,3.176761493,1.817957296, ,-0.238060976,-0.276870095,-0.752502555
E01000367,Bexley 010A,E09000004,Bexley,29.279,32.886,41.932,20.657,47.448,37.742,17.234,227.178, ,9.144330118,3.218548767,0.673194319,10.39338192,5.512366559,20.89104466,1.633299035,0.290060183, ,82.29897106,28.96693891,41.57352769,22.04946624,83.56417864,2.98946338,2.03042128, ,-0.070533123,1.169073643,-0.568915809
E01000368,Bexley 010B,E09000004,Bexley,39.699,32.897,38.441,16.024,17.535,52.617,10.809,208.022, ,10.56363395,4.172257294,0.591244894,10.8884748,6.048328912,20.17876393,1.642917772,0.235130249, ,95.07270557,37.55031565,43.5538992,24.19331565,80.7150557,3.085941645,1.645911745, ,1.545380699,1.959170407,0.950175198
E01000369,Bexley 014C,E09000004,Bexley,14.47,16.532,15.939,4.454,20.651,9.311,12.369,93.726, ,9.732296221,3.568643605,0.663114281,11.79423081,5.719625,22.69297965,1.783651163,0.150370567, ,87.59066599,32.11779244,47.17692326,22.8785,90.7719186,3.319366279,1.052593968, ,1.399505489,1.757377081,-1.648012235
E01000370,Bexley 014D,E09000004,Bexley,9.479,9.262,13.653,5.551,3.883,13.82,7.641,63.289, ,9.288918347,3.828,0.549232283,12.05245363,5.076552419,19.14854637,1.633336694,0.368706083, ,83.60026512,34.452,48.20981452,20.30620968,76.59418548,3.073427419,2.580942579, ,0.704608068,-0.626957409,0.860748018
E01000371,Bexley 014E,E09000004,Bexley,7.939,5.126,16.445,1.652,13.35,13.315,9.999,67.826, ,8.731907828,3.2402057,0.559247319,11.82391458,5.337735731,20.4234176,1.647439742,0.131143838, ,78.58717045,29.1618513,47.29565832,21.35094292,81.69367041,3.09009971,0.918006869, ,0.375375909,-0.430642124,-1.578638183
E01000372,Bexley 010C,E09000004,Bexley,35.288,39.475,30.514,22.115,20.088,23.553,12.745,183.778, ,9.555977011,3.330977011,0.670231322,9.9733867,5.039045567,19.63032225,1.733953202,0.105274282, ,86.0037931,29.9787931,39.8935468,20.15618227,78.521289,3.246100164,0.736919971, ,0.424806619,0.76700155,-1.202686044
E01000373,Bexley 008A,E09000004,Bexley,46.905,33.916,28.26,18.905,21.086,62.057,7.505,218.634, ,7.821540953,2.530691809,0.618255437,9.00379454,5.542364646,20.68329477,1.740906988,0.090941115, ,70.39386858,22.77622628,36.01517816,22.16945858,82.73317908,3.179639056,0.636587807, ,-1.361045694,0.436081838,-3.391078541
E01000374,Bexley 019A,E09000004,Bexley,46.411,42.597,49.878,26.482,14.453,49.341,22.623,251.785, ,8.921897198,3.383226588,0.551072245,10.77370117,5.183686805,20.67873116,1.459545134,0.051129217, ,80.29707478,30.44903929,43.09480468,20.73474722,82.71492466,2.716076609,0.357904519, ,0.509004242,-0.794807053,-0.754697015
E01000375,Bexley 019B,E09000004,Bexley,25.581,19.446,27.23,8.984,22.149,24.252,13.586,141.228, ,8.843209132,3.264295953,0.57812577,11.38296147,5.208343826,19.52971482,1.613441716,0.085722919, ,79.58888219,29.37866358,45.53184587,20.8333753,78.11885927,2.958574888,0.600060436, ,0.319299796,-0.417618846,-1.318157548
E01000376,Bexley 019C,E09000004,Bexley,13.573,8.78,16.369,5.075,24.929,16.598,13.523,98.847, ,8.994062092,3.270710784,0.573878472,11.03310294,5.265673203,20.84566667,1.74724183,0.260736569, ,80.94655882,29.43639706,44.13241176,21.06269281,83.38266667,3.164973856,1.82515598, ,0.201032918,-0.063573655,-1.2868407
E01000377,Bexley 019D,E09000004,Bexley,13.267,11.445,12.011,3.693,17.607,18.918,7.756,84.697, ,8.894873042,3.403941113,0.575750135,12.51319557,5.317436521,21.0821826,1.704905457,0.131991356, ,80.05385737,30.63547002,50.05278228,21.26974608,84.32873042,3.072479741,0.923939492, ,0.890257234,-0.204918609,-1.699110781
E01000378,Bexley 019E,E09000004,Bexley,18.228,22.743,20.702,12.903,22.969,36.476,24.361,158.382, ,8.888968002,3.328605425,0.564395754,11.2764982,5.120120788,20.40998598,1.702255775,0.221520915, ,80.00071202,29.95744882,45.1059928,20.48048315,81.63994393,3.166389065,1.550646408, ,0.295047122,-0.493751953,-1.143908504
E01000379,Bexley 019F,E09000004,Bexley,21.371,17.584,22.879,7.084,28.419,31.215,13.484,142.036, ,6.309013929,2.267090891,0.474560878,9.171200521,6.553788957,32.41491232,2.135807195,0.068523249, ,56.78112536,20.40381802,36.68480208,26.21515583,129.6596493,4.093540435,0.479662742, ,-0.747679895,0.810497701,-8.766707297
E01000380,Bexley 010D,E09000004,Bexley,28.617,21.124,31.409,13.939,5.435,56,17.041,173.565, ,10.08477116,3.945643058,0.580954328,12.78811557,5.143052928,22.4625799,1.645832268,0.09633035, ,90.76294042,35.51078752,51.15246229,20.57221171,89.85031961,2.98338021,0.674312452, ,2.33854064,-0.015120481,-0.574961431
E01000381,Bexley 028A,E09000004,Bexley,26.277,27.744,30.734,16.275,12.582,58.357,18.099,190.068, ,9.302562248,3.420801736,0.636478665,11.01006612,5.746885009,20.14945759,1.669139374,0.115758033, ,83.72306023,30.78721562,44.04026449,22.98754004,80.59783035,3.081971278,0.81030623, ,0.525952613,1.293590451,-1.17858649
E01000382,Bexley 027A,E09000004,Bexley,1.732,3.077,6.355,2.479,7.862,25.586,4.605,51.696, ,9.688669791,3.929245481,0.620104332,11.56654585,5.352305633,19.33878455,1.64260591,0.180775811, ,87.19802812,35.36320933,46.26618342,21.40922253,77.35513818,3.025787511,1.26543068, ,1.182545754,0.693291511,0.263060375
E01000383,Bexley 028B,E09000004,Bexley,15.21,16.229,22.939,14.07,36.391,38.404,8.846,152.089, ,9.663327801,3.712633076,0.563263462,12.12512863,5.136874926,21.38541909,1.697465323,0.213968021, ,86.96995021,33.41369769,48.50051452,20.5474997,85.54167635,3.142577356,1.497776149, ,1.396912198,-0.231153578,-0.542692042
E01000384,Bexley 027B,E09000004,Bexley,14.814,8.141,8.437,4.07,13.557,13.872,21.834,84.725, ,8.958438279,3.352407976,0.61327693,10.38281648,5.44748393,19.44941427,1.737424242,0.265859837, ,80.62594451,30.17167178,41.53126591,21.78993572,77.79765709,3.264698937,1.861018861, ,-0.151586597,0.66696921,-0.836860432
E01000385,Bexley 028C,E09000004,Bexley,40.071,32.138,32.032,17.573,18.677,40.377,19.095,199.963, ,9.286679488,3.564004515,0.617504537,11.79010536,5.225485408,21.39618788,1.57971904,0.21367013, ,83.58011539,32.07604064,47.16042144,20.90194163,85.5847515,2.886355046,1.495690907, ,0.934733618,0.104337281,-0.319225764
E01000386,Bexley 028D,E09000004,Bexley,43.948,40.107,40.162,32.661,21.167,35.32,21.266,234.631, ,9.499298578,3.510495776,0.673454461,12.99283247,5.18539151,21.17103132,1.777717906,0.130332166, ,85.4936872,31.59446198,51.9713299,20.74156604,84.68412528,3.122009067,0.91232516, ,1.466043871,0.749677418,-1.583296735
E01000387,Bexley 027C,E09000004,Bexley,9.179,8.865,10.725,5.559,9.995,39.89,4.119,88.332, ,9.025584499,3.546210002,0.510783546,12.13702364,5.138178164,20.41016241,1.750056279,0.353772814, ,81.23026049,31.91589001,48.54809455,20.55271265,81.64064962,3.25459077,2.476409698, ,0.553481523,-0.882537681,-0.511290663
E01000388,Bexley 016A,E09000004,Bexley,9.551,6.981,12.536,3.05,44.506,6.833,9.495,92.952, ,8.754680103,3.490402523,0.549020824,10.75327322,5.399617575,18.63960473,1.587114783,0.09540413, ,78.79212092,31.41362271,43.0130929,21.5984703,74.55841894,2.947967843,0.667828911, ,0.142157996,-0.292927104,-0.748699571
E01000389,Bexley 020E,E09000004,Bexley,13.008,7.841,9.771,3.796,26.834,23.508,9.009,93.767, ,8.989350707,3.541705267,0.616766219,10.3536102,6.069792622,19.90336759,1.836217655,0.137057822, ,80.90415636,31.8753474,41.41444081,24.27917049,79.61347036,3.39667829,0.959404751, ,0.221229135,1.91580769,-1.820992288
E01000390,Bexley 020F,E09000004,Bexley,6.708,3.839,13.241,4.218,25.21,18.523,12.415,84.154, ,11.42282346,4.463958488,0.703354371,14.03612296,5.67036097,23.73693063,1.720262831,0.21879928, ,102.8054112,40.1756264,56.14449182,22.68144388,94.9477225,3.122707276,1.531594962, ,3.651138178,2.468006874,0.592918335
E01000391,Bexley 021E,E09000004,Bexley,14.002,12.581,21.202,3.658,14.882,18.15,9.794,94.269, ,9.19667208,3.536772899,0.594851793,11.27451345,5.605545018,20.23117773,1.80362219,0.2442605, ,82.77004872,31.83095609,45.09805379,22.42218007,80.92471093,3.328299337,1.709823501, ,0.494504407,0.870409709,-1.138387501
E01000392,Bexley 016B,E09000004,Bexley,34.435,27.285,23.632,21.091,24.463,29.117,26.442,186.465, ,7.382546794,2.865923879,0.493901748,8.657847298,5.25174611,16.60540569,1.62115563,0.262489102, ,66.44292115,25.79331491,34.63138919,21.00698444,66.42162278,3.037214382,1.837423711, ,-2.190734891,-1.335743808,-1.07766773
E01000393,Bexley 020G,E09000004,Bexley,8.153,6.721,11.311,2.567,17.703,8.512,15.48,70.447, ,8.813556546,3.315513772,0.541543464,11.88772202,4.909603036,19.87957915,1.544244547,0.280865641, ,79.32200892,29.83962395,47.55088808,19.63841214,79.51831662,2.85345221,1.966059486, ,0.222265844,-1.391162147,-0.113178722
