LSOAcode2011,LSOAname2011,LocalAuthorityDistrictcode2013,LocalAuthorityDistrictname2013,IncomeScoreexponentiallytransformed,EmploymentScoreexponentiallytransformed,EducationSkillsandTrainingScoreexponentiallytransformed,HealthDeprivationandDisabilityScoreexponentiallytransformed,CrimeScoreexponentiallytransformed,BarrierstoHousingandServicesScoreexponentiallytransformed,LivingEnvironmentScoreexponentiallytransformed,IMD,V13,fat,saturate,salt,sugar,protein,carb,fibre,alcohol,V22,energy_fat,energy_saturate,energy_sugar,energy_protein,energy_carb,energy_fibre,energy_alcohol,V30,FAC1_1,FAC2_1,FAC3_1
E01000174,Barnet 006D,E09000003,Barnet,22.995,18.733,8.507,11.678,16.655,27.517,26.783,132.868, ,9.29064821461654,3.77746583003083,.618710825733545,10.3909001799104,5.43161956165341,17.9094560988379,1.55801999415071,.308882150168841, ,83.6158339315777,33.9971924702751,41.5636007196417,21.7264782466136,71.6378243953516,2.93641080180453,2.16217505118179, ,.0775462954723972,.650388495055294,1.18367527993523
E01000175,Barnet 006E,E09000003,Barnet,9.141,8.952,1.781,2.137,23.186,17.346,12.872,75.415, ,9.20426430212354,3.71881523133098,.614298504012284,10.1912042180016,5.54417486501868,18.0511718981044,1.59885153476717,.243235133251806, ,82.838378719108,33.4693370820021,40.7648168720064,22.1766994600747,72.2046875924178,3.00476854696767,1.7026459327625, ,.0553766512316125,.832889309199609,.540082977231645
E01000176,Barnet 027A,E09000003,Barnet,44.79,31.935,19.168,16.386,23.935,56.876,14.477,207.567, ,9.20479921171379,3.63320194384045,.65258044169771,9.5671597662644,5.44369347028307,18.6748320018743,1.64519554255054,.221895581450558, ,82.8431929053424,32.6988174946107,38.2686390650576,21.7747738811323,74.6993280074973,3.09993621591635,1.55326907015397, ,-.0232147492694457,1.15317512455863,.0937733680232073
E01000177,Barnet 029A,E09000003,Barnet,7.333,1.963,2.346,1.972,21.617,20.409,22.182,77.822, ,9.17902933671266,3.63744252459062,.605465868486508,9.01633190805643,5.54047399435165,16.9439325284929,1.73341180481143,.249245719684436, ,82.6112640304022,32.7369827213604,36.0653276322257,22.1618959774066,67.7757301139719,3.27231138599376,1.74472003779095, ,-.455367391205848,1.06971759756285,.099113134484851
E01000178,Barnet 027B,E09000003,Barnet,12.239,7.327,.653,1.957,23.171,21.596,23.701,90.644, ,8.81684370204974,3.53795609511708,.598671252181466,8.71896396467469,5.4142890069875,16.7104144852537,1.69402703966392,.325932954080001, ,79.3515933184699,31.8416048560668,34.8758558586987,21.65715602795,66.841657941015,3.20670130588531,2.28153067855985, ,-.957167237205165,.642673248110768,.423658511241583
E01000179,Barnet 029B,E09000003,Barnet,7.965,3.73,1.184,3.572,16.275,23.357,20.58,76.663, ,8.70846896165625,3.44525376976425,.61166976281619,8.42397120477666,5.56241170435574,16.2640971503865,1.65287566110513,.272076092087192, ,78.376220654893,31.0072839279387,33.6958848191066,22.2496468174229,65.0563886015461,3.1323684698703,1.90453264461031, ,-1.17985535491738,.905183604238159,.276070911030887
E01000180,Barnet 029C,E09000003,Barnet,21.646,14.943,8.4,11.339,11.949,28.183,17.443,113.903, ,8.89676695691305,3.54612050426979,.598595883309714,9.14058993832312,5.39711070319566,17.1371906430869,1.65568714541819,.244872281639515, ,80.0709026122058,31.9150845384784,36.5623597532925,21.5884428127826,68.5487625723479,3.12078903192347,1.7141059714765, ,-.603848638113809,.529389994473888,.173275869830694
E01000181,Barnet 029D,E09000003,Barnet,5.303,2.808,.13,1.753,19.617,16.922,32.696,79.229, ,9.19848774348174,3.61056895414845,.607042378446235,8.66441252621995,5.68355468984197,16.2174505543926,1.74066774048546,.214055563605039, ,82.7863896913541,32.4951205873387,34.6576501048798,22.7342187593678,64.8698022175706,3.2961032364398,1.49838894523521, ,-.625464557801397,1.36142057866558,.00373786903051847
E01000182,Barnet 029E,E09000003,Barnet,4.888,3.496,.077,2.592,14.287,22.14,37.525,85.005, ,9.0530889265195,3.49002876112078,.642806462381985,8.67524842978486,5.5394299742858,16.4861272836438,1.75962834538433,.293026512915634, ,81.4778003386937,31.4102588500789,34.7009937191394,22.1577198971432,65.9445091345753,3.32282342821812,2.05118559040933, ,-.880611713121384,1.40553036049618,.0614016543032136
E01000183,Barnet 033A,E09000003,Barnet,11.996,4.31,.978,6.006,14.178,34.377,21.647,93.492, ,8.77565027204861,3.400842350095,.555425964280751,8.50270097341257,5.35976288227526,15.6372465632587,1.68085620633702,.208812425145412, ,78.9808524484488,30.6075811508726,34.0108038936502,21.439051529101,62.5489862530349,3.18165491286716,1.46168697601778, ,-1.08512517601506,.106179517768677,-.0672416343832612
E01000184,Barnet 027C,E09000003,Barnet,45.649,39.413,27.237,15.887,36.809,45.004,19.997,229.996, ,9.0914419333704,3.64400515047652,.656776138754647,9.85048385813103,5.46527023876621,18.4371427751629,1.5729659013875,.212644802463342, ,81.8229774003134,32.7960463543512,39.4019354325241,21.8610809550648,73.7485711006518,2.95083257714048,1.48851361724335, ,-.0389881847691714,1.04562982503978,.372087135795592
E01000185,Barnet 029F,E09000003,Barnet,44.679,35.978,19.941,26.307,14.374,63.378,18.644,223.301, ,9.09099999999908,3.52774311956654,.574321620378691,9.49615686391089,5.25287494631199,18.3772686424186,1.63657818746489,.147478463937623, ,81.819000000021,31.7496880761132,37.9846274556435,21.0114997852479,73.5090745696746,3.06440744044663,1.03234924756334, ,-.0572076586025231,.060360986052636,-.360557245620884
E01000186,Barnet 014A,E09000003,Barnet,4.273,1.045,2.164,1.33,10.228,14.782,9.768,43.59, ,7.66871301180153,3.08154559216772,.437736297513743,11.1589223454834,3.89987913049719,17.0838714904121,1.66731497031482,.0930791397213604, ,69.0184171062391,27.7339103294731,44.6356893819338,15.5995165219887,68.3354859616485,3.14144712254894,.651553978049524, ,-.53660892969523,-4.07348101863452,-1.6796496137349
E01000187,Barnet 014B,E09000003,Barnet,25.198,10.169,8.792,11.021,8.615,30.418,8.289,102.502, ,7.88931626300171,3.25232884305093,.453142031068814,11.5056915067363,4.36782180079829,17.6329132065788,1.56934655013708,.167579473340397, ,71.003846367037,29.2709595874406,46.0227660269453,17.4712872031931,70.5316528263153,2.96491779913503,1.17305631338277, ,-.367934265766764,-3.26783031247173,-.766429003600144
E01000188,Barnet 014C,E09000003,Barnet,2.791,3.209,1.818,1.743,36.816,20.005,15.939,82.321, ,8.28231394998415,3.36629009742056,.480949933149788,11.2767493974088,4.2724097368691,17.3009650246087,1.63915963643655,.123557021442201, ,74.5408255498713,30.296610876752,45.1069975896353,17.0896389474764,69.2038600984348,3.06396178567822,.864899150095402, ,-.0520711704563828,-2.86922854952169,-.851191504290778
E01000189,Barnet 014D,E09000003,Barnet,56.494,35.735,25.759,15.725,9.572,87.368,27.723,258.376, ,8.5151173693542,3.4376085537992,.529945061325464,10.2995172197804,4.8782975600642,16.8121992147343,1.46178395811906,.205719095634297, ,76.6360563242132,30.9384769841847,41.1980688791217,19.5131902402568,67.2487968589372,2.74362157614273,1.44003366944006, ,-.512623140191489,-1.52268027315024,.610414481862552
E01000190,Barnet 014E,E09000003,Barnet,10.74,7.741,4.613,3.849,22.243,38.054,9.311,96.551, ,8.37357064776954,3.22459096333326,.475571484184901,10.7154520838538,4.47473371734965,17.6423761398952,1.67460215972538,.223162987079953, ,75.3621358299275,29.0213186699729,42.8618083354154,17.8989348693986,70.5695045595809,3.14873436556223,1.56214090955964, ,-.447536388828323,-2.49368994859989,-.775063949897605
E01000191,Barnet 014F,E09000003,Barnet,6.603,5.406,1.221,1.853,12.301,27.118,13.034,67.536, ,7.76034304072884,3.01438587763983,.418756606902288,10.90558088921,3.96134884443972,17.2995997858158,1.72017963864984,.141330377932081, ,69.8430873665607,27.1294728987381,43.6223235568401,15.8453953777589,69.1983991432632,3.2254389055859,.989312645524572, ,-.673066487397198,-4.03158472540404,-1.80022691700426
E01000192,Barnet 018A,E09000003,Barnet,17.196,10.774,4.489,4.832,28.455,27.698,30.655,124.099, ,7.60464028801047,3.00316595448965,.436377988627187,10.311867837556,3.96063927862521,16.5353906889654,1.61089454145775,.192095618586187, ,68.4417625921198,27.0284935903702,41.2474713502242,15.8425571145008,66.1415627558619,3.02317059766943,1.34466933010331, ,-1.13755026917814,-4.0167543866249,-.955086444850276
E01000193,Barnet 018B,E09000003,Barnet,14.047,15.155,5.001,3.672,32.573,29.953,26.247,126.648, ,8.64914025201465,3.45388988025461,.508409500958625,11.4401528136487,4.66618005008994,18.9365046568049,1.72672027862556,.093687059951475, ,77.8422622681351,31.085008922275,45.7606112545948,18.6647202003597,75.7460186272199,3.24912185959134,.655809419660328, ,.470582329760343,-1.73670663934942,-1.47874748781939
E01000194,Barnet 018C,E09000003,Barnet,15.606,11.056,7.579,3.408,45.544,40.024,39.082,162.299, ,8.3067877428574,3.18718277142907,.497203847142927,10.3238075714281,4.5504705714284,17.6526079999991,1.75998371428572,.17431274342857, ,74.7610896857096,28.6846449428622,41.2952302857124,18.2018822857136,70.6104319999965,3.28831942857149,1.22018920399999, ,-.519160175388214,-2.02330433862102,-1.44674879567169
E01000195,Barnet 013A,E09000003,Barnet,39.475,31.458,22.992,17.624,24.888,63.596,23.42,223.453, ,9.02047569350246,3.7483634809246,.552476553083672,11.974563221183,4.93392388978734,18.5194614543748,1.44451242186704,.252760431752147, ,81.1842812415439,33.7352713283177,47.8982528847321,19.7356955591493,74.0778458174995,2.6816008745294,1.76932302226499, ,.581991461868219,-1.21261941219323,1.12707270426455
E01000196,Barnet 028A,E09000003,Barnet,14.257,12.813,14.6,3.951,4.407,30.871,31.567,112.466, ,8.53159515510767,3.31696971221306,.590887546445668,8.40792389604581,5.27927642784573,15.4405226941572,1.62231318379878,.228071613735512, ,76.7843563958866,29.8527274099832,33.6316955841832,21.1171057113829,61.7620907766291,3.06920975782692,1.59650129614867, ,-1.37159913142665,.123952050327802,.157760968778609
E01000197,Barnet 023A,E09000003,Barnet,11.188,6.899,.846,1.981,15.151,34.594,41.399,112.058, ,9.04272290797314,3.62955324314606,.603162514515206,8.78918728902532,5.39358868203973,16.5899894059599,1.66110456728224,.232239323933453, ,81.3845061716595,32.6659791883516,35.1567491561013,21.5743547281589,66.3599576238399,3.13083346691984,1.62567526753428, ,-.592156623868587,.69047698254607,.391556874480571
E01000198,Barnet 025A,E09000003,Barnet,13.455,4.448,3.633,.703,17.674,53.747,15.553,109.213, ,7.73314213599619,2.91671063548505,.487253197384393,9.3066587183585,4.58599451415866,15.8730971069326,1.67447027760959,.192547412214558, ,69.5982792239273,26.2503957194387,37.226634873434,18.3439780566346,63.4923884277305,3.16470982150515,1.34783188550185, ,-1.62237714840952,-2.32828856319933,-1.2058738470108
E01000199,Barnet 025B,E09000003,Barnet,5.71,3.331,.833,.23,9.074,28.721,13.356,61.255, ,8.35971903520524,3.32007093506943,.56057056134928,8.96485507532786,5.03441270030324,15.8055650883084,1.68502245322371,.217919267284529, ,75.2374713168135,29.8806384157082,35.8594203013114,20.1376508012129,63.2222603532338,3.19482686648218,1.52543487099163, ,-1.17393640615058,-.563656858996819,-.326502421879944
E01000200,Barnet 028B,E09000003,Barnet,11.215,8.484,.678,.713,17.851,28.567,18.24,85.748, ,8.41965801946135,3.24173975305359,.565041370847073,9.02257360029844,4.97901032019646,15.9315843686214,1.71778743457452,.184155327334956, ,75.7769221750709,29.1756577775686,36.0902944011937,19.9160412807858,63.7263374744858,3.24152321708428,1.28908729134466, ,-1.10393358428763,-.574885075439925,-.722443714424775
E01000201,Barnet 028C,E09000003,Barnet,2.911,2.213,1.521,1.079,30.579,15.32,20.8,74.423, ,7.8062026558439,3.01173482195335,.501438275607026,9.57899661676886,4.34640209760674,16.0367656428126,1.73101065719385,.123233980292653, ,70.2558239025776,27.1056133976248,38.3159864670754,17.3856083904269,64.1470625712507,3.24364281485277,.862637862048517, ,-1.21422416303719,-2.4669719145082,-1.61504715219283
E01000202,Barnet 028D,E09000003,Barnet,4.7,2.77,1.841,.423,16.328,25.389,19.008,70.459, ,8.41240958922359,3.33305608688877,.549004846125473,8.99396674662947,5.10727770756762,15.8181266640472,1.68663990896027,.216643520483918, ,75.7116863029526,29.9975047820785,35.9758669865178,20.4291108302705,63.2725066561891,3.19732684686473,1.51650464338742, ,-1.13883159029106,-.536182193056504,-.327138102182936
E01000203,Barnet 028E,E09000003,Barnet,18.096,14.243,4.654,4.771,19.254,49.513,19.306,129.837, ,8.49075771030281,3.35278748780665,.56430478324427,9.20131201185366,4.96242306278996,16.7012657790661,1.60527969255497,.23537859163257, ,76.4168193926346,30.1750873903278,36.8052480474146,19.8496922511598,66.8050631162645,3.02992681329804,1.64765014142804, ,-.931130607306633,-.744870099309377,.0631942978024864
E01000204,Barnet 025C,E09000003,Barnet,8.105,5.767,1.578,.836,31.6,24.294,24.179,96.359, ,8.78910350185006,3.45174470824521,.600530637993223,8.89254066682552,5.31519984169685,16.224721922781,1.6714212934112,.225704645577441, ,79.1019315165635,31.0657023742838,35.5701626673021,21.2607993667874,64.8988876911242,3.15740071413217,1.5799325190421, ,-.87841615266122,.407558100304161,.0387837756240073
E01000205,Barnet 035A,E09000003,Barnet,5.337,2.046,.282,.803,24.286,19.855,19.565,72.174, ,8.46791108943814,3.27936717490224,.586784577860678,8.84641651463547,5.30080961020515,15.9335460623775,1.72451542150768,.217328493680298, ,76.2111998049477,29.514304574142,35.3856660585419,21.2032384408206,63.7341842495103,3.27635493473084,1.52129945576197, ,-1.21877331449326,.191928118242525,-.567069344729129
E01000206,Barnet 033B,E09000003,Barnet,.702,.155,1.937,.144,23.937,57.575,14.943,99.393, ,8.29245130660618,3.16722846518357,.536104607763001,9.12469388212392,4.64928083133868,15.1065095002815,1.72962610157405,.162144940145688, ,74.6320617594771,28.5050561866277,36.4987755284956,18.5971233253547,60.4260380011261,3.27633640670365,1.13501458101981, ,-1.20952494209841,-1.42099291365009,-.846915097996685
E01000207,Barnet 033C,E09000003,Barnet,4.247,1.305,1.566,.296,8.894,23.872,20.27,60.45, ,9.22337342670727,3.70239344130517,.524338005879908,9.32596297098352,5.04692705701227,15.7971186195967,1.72862456782094,.154729579091765, ,83.0103608403921,33.3215409717531,37.303851883934,20.187708228049,63.1884744783868,3.28441299866021,1.08310705364233, ,-.170736569005039,-.467480951263634,.01694713637326
E01000208,Barnet 033D,E09000003,Barnet,2.782,.238,.922,.298,35.443,25.119,17.863,82.665, ,8.54412617464776,3.35905338700192,.542418027719181,9.08959698556869,4.79581250749114,15.5754030637806,1.74454258341497,.142071433405477, ,76.8971355718495,30.2314804830244,36.3583879422747,19.1832500299645,62.3016122551226,3.3123538078687,.994500033838323, ,-.83981836159272,-.961464868076164,-.749069027605466
E01000209,Barnet 035B,E09000003,Barnet,5.089,1.165,.767,.846,15.432,33.103,19.242,75.644, ,8.67738987022296,3.44895429195529,.54440630645889,9.40328710929099,4.85779592009866,16.310139000807,1.76153844522664,.202847966834899, ,78.09650883202,31.0405886275803,37.6131484371639,19.4311836803946,65.2405560032283,3.32220429195459,1.41993576784427, ,-.628317574755727,-.788134150528657,-.535102019825344
E01000210,Barnet 033E,E09000003,Barnet,6.013,1.522,.223,.839,30.345,17.362,23.15,79.454, ,8.22105622275174,3.20783716433195,.547076776661301,9.1536501083359,5.02924250531184,15.5573775607006,1.7136703449225,.180939576409018, ,73.9895060047738,28.8705344790055,36.6146004333436,20.1169700212473,62.2295102428027,3.23430525462595,1.26657703486304, ,-1.25890559706019,-.75593934318468,-.815720405139136
E01000211,Barnet 035C,E09000003,Barnet,18.709,14.216,3.277,8.634,11.577,32.972,45.69,135.075, ,8.98060210387259,3.54904953483662,.54048709800791,9.495205399198,4.96045275238241,16.4933739744581,1.69355726076783,.259931128794295, ,80.825418934868,31.9414458135445,37.980821596792,19.8418110095296,65.9734958978324,3.20474643026893,1.81951790155995, ,-.478742782568156,-.656394945802688,.24394291215561
E01000212,Barnet 035D,E09000003,Barnet,3.006,3.954,.249,.443,19.543,33.4,23.622,84.217, ,8.70274969558958,3.42997567185377,.528183410921614,8.9605644671283,5.00806211180152,15.5080939388723,1.70978722095814,.266953040280429, ,78.3247472603242,30.8697810466644,35.8422578685132,20.032248447206,62.0323757554892,3.22634917901719,1.86867128196297, ,-1.01740601863387,-.725968387863229,.115120798797223
E01000213,Barnet 033F,E09000003,Barnet,.509,.098,2.112,.138,6.498,36.601,14.749,60.705, ,7.8348392754623,2.99227841235381,.483907147728108,9.4778433336624,4.19905275660732,15.3728709294288,1.80008730080167,.123630163416807, ,70.5135534791801,26.9305057111587,37.9113733346496,16.7962110264292,61.4914837177152,3.39641195684442,.865411143917648, ,-1.28541448842485,-2.74003139459725,-1.80294925762085
E01000214,Barnet 038E,E09000003,Barnet,2.515,2.258,.512,1.01,36.499,47.915,28.733,119.442, ,9.00394874912246,3.48386555997276,.538515681376925,8.94297002571742,5.24349380406865,15.5054333645085,1.77305728314241,.239670940612582, ,81.0355387421179,31.354790039736,35.7718801028696,20.9739752162746,62.021733458034,3.35753822772976,1.67769658428806, ,-.807952000113748,-.0514118270507914,-.13627569083842
E01000215,Barnet 037B,E09000003,Barnet,13.431,9.698,6.912,4.137,11.787,31.83,23.224,101.019, ,5.5424403992346,2.02788903233182,.355321424814641,9.19273113190189,3.61669911764063,15.1040105959679,1.75221071455869,.158593814232532, ,49.8819635930992,18.2510012910221,36.7709245276075,14.4667964705625,60.4160423838716,3.35288373753588,1.11015669962767, ,-3.37772008682403,-5.88708311533278,-3.62276206620538
E01000216,Barnet 035E,E09000003,Barnet,9.46,4.421,1.682,2.196,23.824,33.065,20.843,95.491, ,6.62765007019424,2.51302045213519,.425586049332354,8.88776399584354,4.10100516317476,14.7344820268397,1.70220248783821,.159239291707673, ,59.6488506317609,22.6171840692372,35.5510559833741,16.404020652699,58.937928107359,3.23151093967886,1.11467504195365, ,-2.63579712883561,-4.03001451661271,-2.22476772082459
E01000217,Barnet 035F,E09000003,Barnet,5.937,7.596,7.025,1.07,27.631,30.245,24.841,104.345, ,5.07391581572916,1.84896047064012,.323903407549095,9.46486204874282,3.37550552135429,15.2856862823301,1.86796191148767,.170623574272032, ,45.6652423416007,16.6406442357306,37.8594481949712,13.5020220854171,61.1427451293207,3.5830276039208,1.19436501990416, ,-3.62218954479387,-6.61081857722178,-4.57195056621375
E01000218,Barnet 037C,E09000003,Barnet,10.306,11.156,6.448,3.49,15.997,31.888,29.946,109.231, ,5.38848022829391,1.9642058614281,.369589157971635,8.96158320952631,3.57503832280425,14.6127852954885,1.79232828395491,.145952836140027, ,48.4963220546994,17.6778527528634,35.8463328381052,14.300153291217,58.451141181954,3.44339227314661,1.02166985298012, ,-3.59878133336054,-5.79814151048084,-3.89509473484923
E01000219,Barnet 037D,E09000003,Barnet,15.977,14.449,8.349,4.551,26.495,37.838,25.481,133.14, ,7.11855891941241,2.79929480789427,.449552942848128,9.32284741979762,4.36331245587369,16.0974732395594,1.62446684421779,.206965660098192, ,64.0670302745945,25.1936532711296,37.2913896791905,17.4532498234947,64.3898929582376,3.06317453881982,1.44875962068743, ,-1.99053405925946,-3.32651134836049,-1.35991951092681
E01000220,Barnet 037E,E09000003,Barnet,16.724,13.763,4.256,15.318,12.219,35.113,24.274,121.667, ,6.3453501471792,2.44462050398016,.406217056572781,9.14156994041938,4.11979646780141,14.958934058438,1.66049378993439,.196401820159388, ,57.108151324601,22.0015845358647,36.5662797616775,16.4791858712056,59.835736233752,3.17711896044223,1.37481274111567, ,-2.82682811583859,-4.38323458374886,-2.15255533689392
E01000221,Barnet 039B,E09000003,Barnet,53.762,42.147,19.959,25.163,56.206,97.472,21.415,316.124, ,8.96547487745028,3.5567938485271,.620814657516427,10.3289634546989,5.31163159460037,18.9073002698904,1.52186533737239,.199929005827597, ,80.6892738969472,32.0111446367731,41.3158538187956,21.2465263784014,75.6292010795619,2.84405049848499,1.39950304079321, ,.0475842130091146,.265809480578196,.265433499662126
E01000222,Barnet 040C,E09000003,Barnet,29.783,24.189,14.61,6.706,60.76,74.113,23.994,234.155, ,9.08183721430662,3.68145417135464,.623558703984671,9.75101928137588,5.40220740513387,17.7565179635792,1.53624005807604,.221415504930509, ,81.7365349286769,33.1330875421969,39.0040771255035,21.6088296205354,71.0260718543168,2.8780996661898,1.54990853451369, ,-.13763950209543,.604765120571112,.744049808241054
E01000223,Barnet 039C,E09000003,Barnet,42.377,34.775,23.02,15.442,41.525,59.716,25.818,242.673, ,9.1488572839223,3.69846407601102,.612821268429707,9.72340553816673,5.40545677357748,18.1849207916496,1.52364826910403,.275031441695143, ,82.3397155552179,33.2861766841449,38.8936221526669,21.6218270943099,72.7396831665985,2.87063580786442,1.92522009186625, ,-.136120452004524,.521699449299319,1.01605239107443
E01000224,Barnet 040D,E09000003,Barnet,26.064,21.397,15.364,4.117,17.977,35.231,20.744,140.894, ,8.90439453176833,3.57136866960921,.563122461556629,9.72805549727735,5.18202800209161,17.912211645506,1.63353231245044,.188584225595228, ,80.1395507858828,32.1423180265436,38.9122219891094,20.7281120083664,71.648846582024,3.07204667443093,1.32008957916654, ,-.175493706809534,-.231662510153851,-.108089962245707
E01000225,Barnet 037F,E09000003,Barnet,6.72,4.456,6.6,4.704,20.351,37.402,20.537,100.77, ,5.60726367224554,2.0936132991662,.346034300828334,9.21750842235356,3.28153935045018,14.8121364887513,1.77861325589046,.121413032217858, ,50.4653730502553,18.8425196925135,36.8700336894142,13.1261574018007,59.2485459550055,3.41098878174665,.849891225524952, ,-3.17005159272982,-6.42102387941327,-3.68798433777033
E01000226,Barnet 018D,E09000003,Barnet,40.114,28.208,30.616,15.855,21.374,47.378,26.13,209.675, ,8.68461416554459,3.32094508748374,.548497090006597,10.8396494952886,5.20641790040348,20.1075965679681,1.62017648048448,.144751929845221, ,78.1615274899023,29.8885057873444,43.3585979811545,20.8256716016139,80.4303862718724,3.00661877523547,1.01326350891654, ,.135876219689422,-.636777606334853,-1.16246344905544
E01000227,Barnet 018E,E09000003,Barnet,14.038,9.006,5.056,3.219,15.916,29.796,12.675,89.706, ,7.8444049284514,2.95875989773922,.456689163086321,10.5615092852308,4.36224585448985,17.6034545325422,1.70409792990803,.142502967013456, ,70.599644356064,26.6288390796407,42.2460371409232,17.4489834179594,70.413818130169,3.21134325178424,.997520769094193, ,-.823451865365556,-3.02507979200141,-1.84115468975651
E01000228,Barnet 007A,E09000003,Barnet,12.53,8.646,3.816,6.06,36.7,32.938,8.662,109.352, ,8.99043524291207,3.50480272909143,.586347599498003,10.4056440418766,5.20008763674838,18.1495153511346,1.63768517429319,.162111833901892, ,80.9139171862095,31.5432245618106,41.6225761675066,20.8003505469935,72.5980614045387,3.08615182527542,1.13478283731324, ,.0503722541356013,-.0688938650362875,-.373598649545771
E01000229,Barnet 013B,E09000003,Barnet,27.055,23.048,16.178,12.619,26.954,61.499,15.874,183.227, ,7.98810950241146,3.34182161942247,.499494462472923,15.0424023224415,4.89589634067364,22.55227186998,3.2209534771917,.178982122741818, ,71.8929855217216,30.0763945747918,60.1696092897661,19.5835853626945,90.2090874799202,6.26293134372538,1.2528748591927, ,1.62216397310638,.173980783151786,-9.37327230839083
E01000230,Barnet 013C,E09000003,Barnet,11.208,6.847,8.624,2.3,16.486,18.935,12.383,76.783, ,7.98011331956759,3.27913093119872,.446298433030795,10.8699956232581,4.19733465904285,17.3895028591575,1.62046241234616,.136549377455975, ,71.8210198761322,29.5121783807738,43.4799824930325,16.7893386361714,69.5580114366302,3.0641508644069,.955845642191839, ,-.38257632252485,-3.40048660969736,-.953593865381171
E01000231,Barnet 013D,E09000003,Barnet,19.736,8.057,3.617,4.511,23.57,52.98,17.507,129.978, ,9.10160913998038,3.63052206235539,.598005352978359,10.2072249841511,4.70353420289293,17.3072482086934,1.57594041147203,.284945333768755, ,81.9144822598314,32.6746985611855,40.8288999366047,18.8141368115717,69.2289928347739,2.92978965364888,1.99461733638127, ,-.0754080701475367,-.743271513096661,.96456350350959
E01000232,Barnet 013E,E09000003,Barnet,18.117,16.65,4.562,9.158,18.559,28.467,17.967,113.48, ,8.44722858118497,3.28939438741776,.532536753681066,10.9910209517675,4.618094453707,18.31906530604,1.72297262007591,.176173355296196, ,76.0250572306672,29.6045494867494,43.96408380707,18.472377814828,73.27626122416,3.21359112914559,1.23321348707336, ,-.1245875190191,-1.65835483680854,-1.22124583581407
E01000233,Barnet 013F,E09000003,Barnet,13.689,6.401,3.265,4.362,21.981,18.926,17.261,85.885, ,8.76642195740501,3.33552429647003,.60246881365986,10.0957957244649,5.05081303595136,18.0647169773337,1.69360058778539,.147398995933812, ,78.8977976166441,30.0197186682196,40.3831828978596,20.2032521438054,72.258867909335,3.18346471275018,1.03179297153668, ,-.236213291295871,-.153275924716002,-.944232553114381
E01000234,Barnet 021D,E09000003,Barnet,14.347,7.448,4.224,2.892,22.158,22.591,16.142,89.802, ,8.37442279190818,3.27318778289686,.486213970558796,10.4732429401151,4.53224314039626,17.5645495693971,1.74003845383538,.220173509513317, ,75.3698051271728,29.4586900460613,41.8929717604607,18.128972561585,70.2581982775884,3.21915521730426,1.54121456659321, ,-.463704761307282,-2.15492254797506,-.999211615163092
E01000235,Barnet 021E,E09000003,Barnet,33.373,26.475,18.866,16.378,34.841,33.901,21.974,185.808, ,9.09772385220443,3.62518361490917,.579266256689929,10.6934199445438,5.34568948284754,19.0999335826673,1.55019892958476,.237935229881354, ,81.8795146698447,32.626652534168,42.7736797781754,21.3827579313901,76.3997343306694,2.90461632705706,1.66554660916947, ,.229145786222125,-.00280556004006189,.360199328710964
E01000236,Barnet 034A,E09000003,Barnet,14.772,5.229,1.756,3.352,22.671,28.701,25.946,102.427, ,6.04794420234375,2.19935494165393,.357930992450829,9.38859982486134,3.64933579323109,14.7302638273957,1.70119729595949,.155726149857567, ,54.4314978210751,19.7941944749184,37.5543992994453,14.5973431729243,58.9210553095828,3.25545034458228,1.09008304900295, ,-2.9842023478606,-5.70956795340616,-2.90100156133287
E01000237,Barnet 032A,E09000003,Barnet,7.564,2.72,2.284,2.423,33.709,33.288,31.621,113.609, ,7.63894414868221,3.00304172844679,.462775987196706,9.14343570565968,4.57870170167076,15.4767391971739,1.65245206911193,.161117763987332, ,68.7504973380981,27.0273755561192,36.5737428226387,18.314806806683,61.9069567886956,3.15907273736857,1.12782434791129, ,-1.62935680612436,-2.57603046925319,-1.10974786626918
E01000238,Barnet 034B,E09000003,Barnet,10.568,10.952,5.567,1.87,30.283,31.382,27.435,118.057, ,7.22508012818713,2.82988755345804,.471072348020453,9.33100538596207,4.47509351888729,16.2650872452341,1.62891208313449,.197514593762289, ,65.0257211535717,25.4689879812198,37.3240215438482,17.9003740755491,65.0603489809366,3.10839564020996,1.38260215633603, ,-1.89112299724971,-2.90422922081137,-1.37322528586207
E01000239,Barnet 031A,E09000003,Barnet,18.627,12.592,6.53,6.325,24.049,80.441,24.982,173.546, ,8.85513194257057,3.46403767382406,.563819762146407,9.22417809123726,5.17896157748167,16.7093406194219,1.59308483256326,.172402257727258, ,79.6961874831257,31.1763390644695,36.896712364949,20.7158463099267,66.8373624776877,3.00933525896351,1.20681580409076, ,-.574580864292683,-.282884252024251,.0915744151607835
E01000240,Barnet 031B,E09000003,Barnet,17.59,11.489,4.464,3.014,42.588,68.495,24.66,172.3, ,8.72736951979493,3.49095314116935,.553017211636182,9.58888161775082,5.02869168277809,17.2878713359511,1.64391357626894,.243683797625335, ,78.546325678147,31.4185782705703,38.3555264710033,20.1147667311123,69.1514853438044,3.09897035561566,1.70578658337724, ,-.524094085439087,-.615024516525094,.0568857231991861
