gtin,category
7.89E+11,fruit_veg
7.89E+11,fruit_veg
5.02E+12,fruit_veg
5.02E+12,fruit_veg
5.02E+12,fruit_veg
5.02E+12,fruit_veg
8.90E+12,fruit_veg
5.02E+12,fruit_veg
5.02E+12,fruit_veg
5.02E+12,fruit_veg
5.02E+12,fruit_veg
5.02E+12,fruit_veg
5.02E+12,fruit_veg
5.02E+12,fruit_veg
5.02E+12,fruit_veg
5.02E+12,fruit_veg
5.02E+12,fruit_veg
5.02E+12,fruit_veg
8.90E+12,fruit_veg
5.06E+12,fruit_veg
8.90E+12,fruit_veg
8.90E+12,fruit_veg
8.90E+12,fruit_veg
5.02E+12,fruit_veg
5.02E+12,fruit_veg
5.02E+12,fruit_veg
5.02E+12,fruit_veg
5.02E+12,fruit_veg
8.90E+12,fruit_veg
5.02E+12,fruit_veg
5.02E+12,fruit_veg
5.01E+12,fruit_veg
5.02E+12,fruit_veg
5.01E+12,fruit_veg
5.01E+12,fruit_veg
5.02E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.02E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.01E+12,fruit_veg
5.01E+12,fruit_veg
5.02E+12,fruit_veg
8.90E+12,fruit_veg
5.02E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.02E+12,fruit_veg
5.02E+12,fruit_veg
8.90E+12,fruit_veg
5.01E+12,fruit_veg
5.02E+12,fruit_veg
7.94E+11,poultry
5.01E+12,poultry
5.01E+12,poultry
5.05E+12,poultry
5.05E+12,poultry
5.05E+12,poultry
5.05E+12,poultry
5.05E+12,poultry
5.05E+12,poultry
5.05E+12,poultry
5.05E+12,poultry
5.05E+12,poultry
5.05E+12,poultry
5.39E+12,poultry
5.01E+12,poultry
5.01E+12,poultry
5.01E+12,poultry
5.05E+12,poultry
5.05E+12,poultry
5.05E+12,poultry
5.39E+12,poultry
5.05E+12,poultry
5.05E+12,poultry
5.10E+12,poultry
5.01E+12,poultry
5.10E+12,poultry
5.05E+12,poultry
5.05E+12,poultry
5.39E+12,poultry
5.39E+12,poultry
5.05E+12,poultry
5.01E+12,poultry
5.05E+12,poultry
5.01E+12,poultry
5.05E+12,poultry
5.05E+12,poultry
7.94E+11,poultry
7.94E+11,poultry
5.05E+12,poultry
5.01E+12,poultry
5.10E+12,poultry
5.10E+12,poultry
5.05E+12,poultry
7.94E+11,beer
5.01E+12,beer
5.01E+12,beer
5.01E+12,beer
5.01E+12,beer
5.01E+12,beer
5.01E+12,beer
5.01E+12,beer
5.01E+12,beer
5.01E+12,beer
5.01E+12,beer
5.01E+12,beer
5.02E+12,beer
5.03E+12,beer
5.04E+12,beer
5.04E+12,beer
5.04E+12,beer
5.04E+12,beer
5.04E+12,beer
5.04E+12,beer
5.04E+12,beer
5.04E+12,beer
5.04E+12,beer
5.06E+12,beer
5.06E+12,beer
5.06E+12,beer
5.39E+12,beer
5.39E+12,beer
5.39E+12,beer
5.39E+12,beer
7.31E+12,beer
7.31E+12,beer
7.39E+12,beer
5.04E+12,beer
5.06E+12,beer
7.31E+12,beer
7.31E+12,beer
7.31E+12,beer
5.06E+12,beer
5.04E+12,beer
5.04E+12,beer
5.04E+12,beer
5.39E+12,beer
5.03E+12,beer
5.01E+12,beer
7.94E+11,beer
7.94E+11,beer
5.01E+12,beer
5.04E+12,beer
5.04E+12,beer
5.04E+12,beer
5.39E+12,beer
5.04E+12,beer
5.01E+12,beer
7.31E+12,beer
5.01E+12,beer
5.39E+12,beer
5.39E+12,beer
5.03E+12,beer
5.39E+12,beer
5.39E+12,beer
5.39E+12,beer
7.39E+12,beer
5.39E+12,beer
7.39E+12,beer
5.01E+12,beer
7.39E+12,beer
5.01E+12,beer
5.01E+12,beer
5.39E+12,beer
5.03E+12,beer
5.39E+12,beer
5.39E+12,beer
6.00E+12,beer
8.89E+12,beer
5.01E+12,beer
7.94E+11,beer
7.94E+11,beer
5.01E+12,beer
5.01E+12,beer
5.01E+12,beer
5.39E+12,beer
5.01E+12,beer
5.04E+12,beer
7.39E+12,beer
7.39E+12,beer
5.02E+12,beer
5.04E+12,beer
5.04E+12,beer
5.01E+12,beer
5.01E+12,beer
5.39E+12,beer
5.39E+12,beer
5.39E+12,beer
5.04E+12,beer
7.39E+12,beer
5.01E+12,beer
5.04E+12,beer
5.03E+12,beer
5.01E+12,beer
5.04E+12,beer
7.39E+12,beer
7.39E+12,beer
5.04E+12,beer
5.39E+12,beer
5.01E+12,beer
7.39E+12,beer
5.06E+12,beer
5.04E+12,beer
7.39E+12,beer
7.39E+12,beer
5.02E+12,beer
5.01E+12,beer
5.39E+12,beer
7.39E+12,beer
7.39E+12,beer
5.01E+12,beer
5.39E+12,beer
5.01E+12,beer
5.39E+12,beer
5.01E+12,beer
5.04E+12,beer
5.04E+12,beer
5.01E+12,beer
5.39E+12,beer
8.89E+12,beer
5.04E+12,beer
5.04E+12,beer
5.04E+12,beer
5.04E+12,beer
5.39E+12,beer
5.04E+12,beer
5.01E+12,beer
5.01E+12,beer
7.39E+12,beer
5.03E+12,beer
5.01E+12,beer
5.01E+12,beer
5.02E+12,beer
5.39E+12,beer
5.01E+12,beer
7.39E+12,beer
5.01E+12,beer
5.39E+12,beer
5.06E+12,beer
5.39E+12,beer
7.31E+12,beer
5.01E+12,beer
5.39E+12,beer
5.39E+12,beer
5.04E+12,beer
5.06E+12,beer
5.02E+12,beer
5.39E+12,beer
5.01E+12,beer
5.01E+12,beer
5.01E+12,beer
5.01E+12,beer
7.39E+12,beer
7.31E+12,beer
5.01E+12,beer
5.01E+12,beer
5.03E+12,beer
5.03E+12,beer
7.39E+12,beer
5.39E+12,beer
5.39E+12,beer
5.01E+12,beer
5.41E+12,beer
5.41E+12,beer
5.03E+12,beer
5.39E+12,beer
5.03E+12,beer
5.06E+12,beer
5.01E+12,beer
5.06E+12,beer
7.39E+12,beer
5.39E+12,beer
7.31E+12,beer
7.94E+11,fruit_veg
5.05E+12,fruit_veg
5.05E+12,fruit_veg
5.05E+12,fruit_veg
5.05E+12,fruit_veg
7.94E+11,fruit_veg
5.05E+12,fruit_veg
5.06E+12,fruit_veg
5.05E+12,fruit_veg
5.03E+12,fruit_veg
5.05E+12,fruit_veg
5.05E+12,fruit_veg
7.94E+11,fruit_veg
5.05E+12,fruit_veg
5.05E+12,fruit_veg
5.05E+12,fruit_veg
5.05E+12,fruit_veg
5.05E+12,fruit_veg
5.05E+12,fruit_veg
5.05E+12,fruit_veg
5.03E+12,fruit_veg
7.94E+11,fruit_veg
5.05E+12,fruit_veg
5.05E+12,fruit_veg
5.05E+12,fruit_veg
5.06E+12,fruit_veg
7.99E+11,spirits
5.04E+12,spirits
5.94E+12,spirits
6.01E+12,spirits
7.99E+11,spirits
7.64E+11,spirits
7.99E+11,spirits
7.99E+11,spirits
5.03E+12,spirits
7.64E+11,spirits
6.03E+12,spirits
6.16E+12,spirits
6.16E+12,spirits
5.04E+12,spirits
5.04E+12,spirits
5.03E+12,spirits
5.00E+12,spirits
7.64E+11,spirits
7.99E+11,spirits
8.03E+11,fruit_veg
5.00E+12,fruit_veg
5.00E+12,fruit_veg
5.00E+12,fruit_veg
5.01E+12,fruit_veg
5.02E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
8.89E+12,fruit_veg
5.00E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.00E+12,fruit_veg
5.06E+12,fruit_veg
5.05E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.00E+12,fruit_veg
5.02E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.00E+12,fruit_veg
5.06E+12,fruit_veg
5.05E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.00E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.00E+12,fruit_veg
5.00E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.05E+12,fruit_veg
5.00E+12,fruit_veg
5.00E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.05E+12,fruit_veg
5.05E+12,fruit_veg
5.05E+12,fruit_veg
96099193,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.05E+12,fruit_veg
5.06E+12,fruit_veg
5.05E+12,fruit_veg
5.05E+12,fruit_veg
5.06E+12,fruit_veg
5.00E+12,fruit_veg
5.00E+12,fruit_veg
5.00E+12,fruit_veg
5.05E+12,fruit_veg
5.00E+12,fruit_veg
5.00E+12,fruit_veg
5.00E+12,fruit_veg
5.06E+12,fruit_veg
5.00E+12,fruit_veg
5.00E+12,fruit_veg
5.06E+12,fruit_veg
5.00E+12,fruit_veg
5.00E+12,fruit_veg
5.02E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
70450020873,fruit_veg
5.06E+12,fruit_veg
5.05E+12,fruit_veg
5.05E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.00E+12,fruit_veg
5.00E+12,fruit_veg
5.00E+12,fruit_veg
5.00E+12,fruit_veg
5.00E+12,fruit_veg
5.71E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.00E+12,fruit_veg
5.00E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.00E+12,fruit_veg
5.00E+12,fruit_veg
5.00E+12,fruit_veg
5.00E+12,fruit_veg
5.00E+12,fruit_veg
5.00E+12,fruit_veg
5.00E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.71E+12,fruit_veg
5.71E+12,fruit_veg
5.71E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
5.06E+12,fruit_veg
8.12E+11,spirits
5.00E+12,spirits
5.00E+12,spirits
5.00E+12,spirits
5.01E+12,spirits
5.01E+12,spirits
5.01E+12,spirits
5.01E+12,spirits
5.01E+12,spirits
5.01E+12,spirits
5.01E+12,spirits
5.01E+12,spirits
5.02E+12,spirits
5.02E+12,spirits
5.02E+12,spirits
5.05E+12,spirits
5.05E+12,spirits
5.05E+12,spirits
5.06E+12,spirits
5.06E+12,spirits
5.01E+12,spirits
5.00E+12,spirits
8.92E+11,spirits
5.00E+12,spirits
8.00E+11,spirits
5.06E+12,spirits
5.01E+12,spirits
5.05E+12,spirits
8.41E+12,spirits
3.25E+12,spirits
8.97E+11,spirits
5.01E+12,spirits
5.00E+12,spirits
5.00E+12,spirits
5.00E+12,spirits
5.00E+12,spirits
5.01E+12,spirits
8.89E+12,spirits
5.01E+12,spirits
5.06E+12,spirits
5.00E+12,spirits
5.00E+12,spirits
5.05E+12,spirits
5.01E+12,spirits
5.02E+12,spirits
5.06E+12,spirits
5.00E+12,spirits
5.01E+12,spirits
5.06E+12,spirits
5.00E+12,spirits
5.00E+12,spirits
5.01E+12,spirits
5.01E+12,spirits
5.06E+12,spirits
5.06E+12,spirits
5.06E+12,spirits
5.01E+12,spirits
5.00E+12,spirits
5.00E+12,spirits
5.06E+12,spirits
5.39E+12,spirits
5.01E+12,spirits
5.00E+12,spirits
8.71E+12,spirits
5.01E+12,spirits
5.06E+12,spirits
5.01E+12,spirits
5.01E+12,spirits
5.00E+12,spirits
5.05E+12,spirits
5.01E+12,spirits
5.01E+12,spirits
5.01E+12,spirits
5.06E+12,spirits
5.01E+12,spirits
5.02E+12,spirits
5.00E+12,spirits
5.02E+12,spirits
5.02E+12,spirits
5.02E+12,spirits
5.03E+12,spirits
5.01E+12,spirits
5.06E+12,spirits
5.01E+12,spirits
5.01E+12,spirits
5.01E+12,spirits
5.01E+12,spirits
5.01E+12,spirits
5.06E+12,spirits
5.06E+12,spirits
5.01E+12,spirits
5.00E+12,spirits
5.00E+12,spirits
5.00E+12,spirits
6.99E+11,spirits
5.00E+12,spirits
5.06E+12,spirits
5.06E+12,spirits
5.02E+12,spirits
5.01E+12,spirits
8.15E+11,grains
4.79E+12,grains
5.02E+12,grains
5.02E+12,grains
5.02E+12,grains
5.03E+12,grains
5.03E+12,grains
5.03E+12,grains
5.03E+12,grains
5.05E+12,grains
5.06E+12,grains
5.06E+12,grains
8.89E+12,grains
5.06E+12,grains
5.02E+12,grains
5.02E+12,grains
5.03E+12,grains
8.15E+11,grains
5.02E+12,grains
5.03E+12,grains
8.89E+12,grains
5.02E+12,grains
5.03E+12,grains
8.41E+12,grains
5.03E+12,grains
5.02E+12,grains
5.03E+12,grains
5.03E+12,grains
8.15E+11,grains
8.15E+11,grains
8.15E+11,grains
8.89E+12,grains
5.05E+12,grains
5.05E+12,grains
5.05E+12,grains
5.05E+12,grains
5.03E+12,grains
5.02E+12,grains
5.02E+12,grains
5.02E+12,grains
5.06E+12,grains
5.03E+12,grains
4.79E+12,grains
8.90E+12,grains
8.90E+12,grains
5.03E+12,grains
5.03E+12,grains
8.90E+12,grains
5.06E+12,grains
5.03E+12,grains
5.03E+12,grains
5.03E+12,grains
5.02E+12,grains
5.06E+12,grains
5.03E+12,grains
5.03E+12,grains
5.03E+12,grains
5.03E+12,grains
6.29E+12,grains
5.03E+12,grains
8.89E+12,grains
5.02E+12,grains
5.06E+12,grains
5.06E+12,grains
5.06E+12,grains
5.06E+12,grains
8.41E+12,grains
8.41E+12,grains
5.02E+12,grains
5.02E+12,grains
5.03E+12,grains
5.03E+12,grains
5.03E+12,grains
5.03E+12,grains
8.90E+12,grains
8.90E+12,grains
4.79E+12,grains
5.03E+12,grains
5.03E+12,grains
5.03E+12,grains
5.03E+12,grains
5.03E+12,grains
5.02E+12,grains
5.02E+12,grains
5.02E+12,grains
5.02E+12,grains
5.02E+12,grains
8.40E+11,wine
5.00E+12,wine
5.05E+12,wine
5.05E+12,wine
5.05E+12,wine
8.00E+12,wine
8.01E+12,wine
8.02E+12,wine
5.05E+12,wine
8.00E+12,wine
8.01E+12,wine
8.01E+12,wine
5.05E+12,wine
8.01E+12,wine
5.01E+12,wine
5.05E+12,wine
5.05E+12,wine
5.05E+12,wine
8.02E+12,wine
5.05E+12,wine
5.01E+12,wine
8.00E+12,wine
5.05E+12,wine
8.40E+11,wine
8.01E+12,wine
5.05E+12,wine
5.05E+12,wine
8.01E+12,wine
5.05E+12,wine
5.05E+12,wine
5.05E+12,wine
8.00E+12,wine
8.00E+12,wine
5.03E+12,wine
5.05E+12,wine
8.00E+12,wine
8.00E+12,wine
5.05E+12,wine
5.05E+12,wine
5.05E+12,wine
5.05E+12,wine
8.01E+12,wine
5.00E+12,wine
8.02E+12,wine
8.00E+12,wine
6.01E+12,wine
5.05E+12,wine
8.01E+12,wine
5.05E+12,wine
5.05E+12,wine
8.40E+11,wine
8.00E+12,wine
8.00E+12,wine
8.01E+12,wine
8.01E+12,wine
8.03E+12,wine
8.03E+12,wine
8.03E+12,wine
8.03E+12,wine
5.01E+12,wine
8.05E+12,wine
8.00E+12,wine
8.03E+12,wine
8.00E+12,wine
8.03E+12,wine
8.00E+12,wine
8.00E+12,wine
8.01E+12,wine
8.03E+12,wine
8.01E+12,wine
8.00E+12,wine
8.03E+12,wine
8.40E+11,wine
3.06E+12,wine
4.07E+12,wine
5.05E+12,wine
5.05E+12,wine
5.05E+12,wine
5.05E+12,wine
8.00E+12,wine
8.00E+12,wine
8.00E+12,wine
8.01E+12,wine
8.01E+12,wine
8.41E+12,wine
8.41E+12,wine
8.41E+12,wine
8.41E+12,wine
8.41E+12,wine
8.41E+12,wine
8.41E+12,wine
9.31E+12,wine
8.01E+12,wine
5.05E+12,wine
8.41E+12,wine
8.00E+12,wine
5.05E+12,wine
6.00E+12,wine
5.06E+12,wine
8.00E+12,wine
5.00E+12,wine
8.00E+12,wine
8.41E+12,wine
8.01E+12,wine
8.41E+12,wine
8.41E+12,wine
5.05E+12,wine
9.30E+12,wine
5.00E+12,wine
8.41E+12,wine
8.41E+12,wine
9.30E+12,wine
8.00E+12,wine
4.07E+12,wine
5.01E+12,wine
5.03E+12,wine
6.01E+12,wine
85000017739,wine
5.06E+12,wine
9.30E+12,wine
5.05E+12,wine
8.03E+12,wine
5.01E+12,wine
29147100916,wine
8.00E+12,wine
8.41E+12,wine
5.05E+12,wine
5.05E+12,wine
85000019658,wine
5.05E+12,wine
9.31E+12,wine
4.07E+12,wine
5.03E+12,wine
5.05E+12,wine
9.31E+12,wine
8.00E+12,wine
5.06E+12,wine
8.00E+12,wine
8.01E+12,wine
8.00E+12,wine
5.06E+12,wine
5.05E+12,wine
7.79E+12,wine
5.05E+12,wine
9.42E+12,wine
9.42E+12,wine
5.06E+12,wine
9.42E+12,wine
5.06E+12,wine
5.05E+12,wine
5.05E+12,wine
5.05E+12,wine
5.00E+12,wine
9.31E+12,wine
8.41E+12,wine
5.06E+12,wine
8.41E+12,wine
5.05E+12,wine
9.30E+12,wine
4.00E+12,wine
5.05E+12,wine
8.00E+12,wine
8.41E+12,wine
8.41E+12,wine
8.00E+12,wine
5.05E+12,wine
7.80E+12,wine
8.41E+12,wine
8.41E+12,wine
8.41E+12,wine
8.01E+12,wine
8.01E+12,wine
5.02E+12,wine
8.71E+11,sweets
5.01E+12,sweets
5.02E+12,sweets
5.05E+12,sweets
5.06E+12,sweets
8.69E+12,sweets
8.69E+12,sweets
8.69E+12,sweets
8.69E+12,sweets
8.90E+12,sweets
8.91E+12,sweets
5.07E+12,sweets
8.69E+12,sweets
8.90E+12,sweets
8.69E+12,sweets
5.06E+12,sweets
5.03E+12,sweets
5.02E+12,sweets
8.69E+12,sweets
8.69E+12,sweets
5.02E+12,sweets
5.02E+12,sweets
3239001,sweets
50994014,sweets
5.01E+12,sweets
8.90E+12,sweets
8.89E+12,sweets
8.68E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.03E+12,sweets
8.71E+11,sweets
8.69E+12,sweets
50994021,sweets
8.69E+12,sweets
5.02E+12,sweets
8.91E+12,sweets
8.90E+12,sweets
8.90E+12,sweets
8.69E+12,sweets
8.69E+12,sweets
8.69E+12,sweets
8.69E+12,sweets
8.69E+12,sweets
8.69E+12,sweets
5.06E+12,sweets
8.71E+12,sweets
5.06E+12,sweets
8.69E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
8.69E+12,sweets
8.69E+12,sweets
8.69E+12,sweets
5.07E+12,sweets
5.07E+12,sweets
5.07E+12,sweets
5.07E+12,sweets
5.07E+12,sweets
5.03E+12,sweets
5.06E+12,sweets
8.89E+12,sweets
8.69E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
8.69E+12,sweets
5.07E+12,sweets
5.07E+12,sweets
5.07E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.01E+12,sweets
8.68E+12,sweets
8.68E+12,sweets
8.68E+12,sweets
8.69E+12,sweets
8.68E+12,sweets
8.68E+12,sweets
50994052,sweets
50994045,sweets
50994038,sweets
50994069,sweets
5.06E+12,sweets
8.91E+12,sweets
5.02E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.03E+12,sweets
5.07E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
5.06E+12,sweets
8.71E+11,wine
5.01E+12,wine
5.05E+12,wine
4.01E+12,wine
4.05E+12,wine
8.71E+11,wine
5.06E+12,wine
8.71E+11,wine
5.03E+12,wine
5.03E+12,wine
5.06E+12,wine
5.06E+12,wine
5.06E+12,wine
5.02E+12,wine
5.03E+12,wine
5.05E+12,wine
5.06E+12,wine
5.20E+12,wine
5.06E+12,wine
5.20E+12,wine
5.02E+12,wine
5.06E+12,wine
5.05E+12,wine
5.02E+12,wine
5.02E+12,wine
5.05E+12,wine
5.06E+12,wine
5.03E+12,wine
5.03E+12,wine
5.03E+12,wine
9.01E+12,wine
5.03E+12,wine
5.06E+12,wine
5.06E+12,wine
5.03E+12,wine
5.03E+12,wine
8.71E+11,readymade
5.01E+12,readymade
5.01E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.10E+12,readymade
5.10E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.10E+12,readymade
5.02E+12,readymade
5.10E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.10E+12,readymade
5.06E+12,readymade
5.39E+12,readymade
5.10E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.10E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.39E+12,readymade
5.39E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.39E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
74448022610,readymade
7.26E+11,readymade
5.10E+12,readymade
5.01E+12,readymade
5.10E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.39E+12,readymade
5.02E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
5.06E+12,readymade
8.72E+11,beer
4.00E+12,beer
4.00E+12,beer
4.10E+12,beer
5.00E+12,beer
5.00E+12,beer
5.01E+12,beer
5.01E+12,beer
5.01E+12,beer
5.01E+12,beer
5.02E+12,beer
5.04E+12,beer
5.06E+12,beer
5.06E+12,beer
5.39E+12,beer
5.39E+12,beer
5.39E+12,beer
5.39E+12,beer
5.39E+12,beer
5.39E+12,beer
5.39E+12,beer
5.39E+12,beer
5.39E+12,beer
5.39E+12,beer
5.39E+12,beer
5.39E+12,beer
5.39E+12,beer
5.60E+12,beer
5.90E+12,beer
6.90E+12,beer
6.90E+12,beer
8.01E+12,beer
8.01E+12,beer
8.41E+12,beer
8.59E+12,beer
8.59E+12,beer
8.59E+12,beer
8.71E+12,beer
8.85E+12,beer
8.85E+12,beer
5.03E+12,beer
4.00E+12,beer
8.01E+12,beer
8.94E+12,beer
7.99E+11,beer
5.39E+12,beer
8.89E+12,beer
5.39E+12,beer
5.00E+12,beer
8.85E+12,beer
6.90E+12,beer
6.81E+11,beer
8.01E+12,beer
8.59E+12,beer
8.01E+12,beer
8.41E+12,beer
5.39E+12,beer
5.00E+12,beer
5.39E+12,beer
5.02E+12,beer
6.81E+11,beer
5.90E+12,beer
7.99E+11,beer
5.06E+12,beer
5.39E+12,beer
8.59E+12,beer
4.60E+12,beer
5.01E+12,beer
5.01E+12,beer
4.00E+12,beer
5.02E+12,beer
7.50E+12,beer
8.01E+12,beer
8.01E+12,beer
5.39E+12,beer
7.99E+11,beer
5.20E+12,beer
5.06E+12,beer
4.10E+12,beer
7.75E+12,beer
5.00E+12,beer
4.01E+12,beer
5.00E+12,beer
5.00E+12,beer
8.41E+12,beer
5.04E+12,beer
5.60E+12,beer
4.01E+12,beer
8.71E+12,beer
4.07E+12,beer
5.03E+12,beer
7.50E+12,beer
5.01E+12,beer
4.00E+12,beer
8.59E+12,beer
5.39E+12,beer
5.39E+12,beer
8.59E+12,beer
5.90E+12,beer
4.07E+12,beer
75040987,beer
5.00E+12,beer
5.02E+12,beer
8.71E+12,beer
5.01E+12,beer
5.39E+12,beer
5.29E+12,beer
5.29E+12,beer
5.39E+12,beer
5.39E+12,beer
7.79E+12,beer
5.39E+12,beer
5.39E+12,beer
5.02E+12,beer
5.04E+12,beer
7.99E+11,beer
5.04E+12,beer
5.04E+12,beer
5.02E+12,beer
7.50E+12,beer
5.39E+12,beer
5.02E+12,beer
5.02E+12,beer
5.01E+12,beer
5.03E+12,beer
50775309,beer
8.85E+12,beer
5.06E+12,beer
5.90E+12,beer
5.39E+12,beer
5.39E+12,beer
5.39E+12,beer
5.39E+12,beer
4.00E+12,beer
8.36E+11,beer
7.79E+12,beer
8.41E+12,beer
5.39E+12,beer
5.02E+12,beer
5.00E+12,beer
5.39E+12,beer
8.41E+12,beer
5.06E+12,beer
5.60E+12,beer
4.00E+12,beer
8.41E+12,beer
5.39E+12,beer
5.90E+12,beer
8.89E+12,beer
5.02E+12,beer
5.90E+12,beer
8.59E+12,beer
4.07E+12,beer
5.01E+12,beer
8.01E+12,beer
8.59E+12,beer
8.59E+12,beer
7.50E+12,beer
8.59E+12,beer
5.04E+12,beer
7.39E+12,beer
8.41E+12,beer
5.02E+12,beer
5.00E+12,beer
5.00E+12,beer
75031596,beer
